event,time,tweet id,user id,screen name
js-activity-follow,1509878569269,0,829553875837345792,lijo scaria
js-activity-follow,1510044872162,0,927441054608920576,aipc bangalore south
js-activity-favorite,1510040430472,927745241284689921,708716726,aravinth
js-activity-retweet,1509871512000,926892058136023040,878491949434454017,🇮🇳manish🇮🇳
js-activity-favorite,1509742998943,926283300263432192,132150692,ashok kumar
js-activity-retweet,1509872880000,926850863343259650,153078931,sarma turlapati
js-activity-favorite,1510109601423,928074046306099201,132150692,ashok kumar
js-activity-favorited_media_tag,1509989703074,924176279984750592,257769553,anand srinivasan
js-activity-retweeted_media_tag,1510115015084,928110489107709952,854647869755674625,withpchidambaram
js-activity-follow,1510153755427,0,857454663100223489,dr. raj kumar
js-activity-favorited_media_tag,1509703759035,925785258095624192,919486674215649280,c.eswaramoorthi
js-activity-favorited_media_tag,1510107805089,927871244094992384,878200940636983298,mangai dhileep
js-activity-favorited_mention,1509952376756,927205455876653056,927001789995499521,balanmurugan
js-activity-favorite,1510112212261,927907714629382144,171866803,rana dev rajbanshi
js-activity-favorited_media_tag,1510113405854,928108556640907266,195627546,kurakula kiran yadav
js-activity-favorited_media_tag,1509892086706,927180396814524416,163076848,sanjai
js-activity-favorite,1509872883383,926850863343259650,65851051,sengottai s kannan
js-activity-media_tagged,1509892689000,0,0,
js-activity-favorite,1509872883383,926850863343259650,2909584105,vijay anand
js-activity-retweet,1509872880000,926850863343259650,2909584105,vijay anand
js-activity-favorited_media_tag,1510107805089,927871244094992384,140832913,@♌@♌d
js-activity-retweet,1509871512000,926892058136023040,4132521432,suki magan arumugam
js-activity-retweeted_mention,1509952292775,927205455876653056,906062503821549568,tamil nadu prof cong
js-activity-follow,1509878569269,0,2558643751,glory dey
js-activity-favorited_retweet,1509946650265,927158197051211776,546185693,sarayu natarajan
